name,year,region,area,population,gdp
Cuba,1989,Central America and the Caribbean,110860,10450360,
Cuba,1990,Central America and the Caribbean,110860,10620099,
Cuba,1991,Central America and the Caribbean,110860,10732037,
Cuba,1992,Central America and the Caribbean,110860,10846821,
Cuba,1995,Central America and the Caribbean,110860,10937635,4.0000002E-3
Cuba,1996,Central America and the Caribbean,110860,10951334,0.025
Cuba,1997,Central America and the Caribbean,110860,10999041,7.8000002E-2
Cuba,1998,Central America and the Caribbean,110860,11050729,0.025
Cuba,1999,Central America and the Caribbean,110860,11096395,0.012
Cuba,2000,Central America and the Caribbean,110860,11141997,6.1999999E-2
Cuba,2001,Central America and the Caribbean,110860,11184023,5.6000002E-2
Cuba,2002,Central America and the Caribbean,110860,11224321,2.9999999E-2
Cuba,2003,Central America and the Caribbean,110860,11263429,0.011
Cuba,2004,Central America and the Caribbean,110860,11308764,2.6000001E-2
Cuba,2005,Central America and the Caribbean,110860,11346670,2.9999999E-2
Cuba,2006,Central America and the Caribbean,110860,11382820,7.9999998E-2
Cuba,2007,Central America and the Caribbean,110860,11394043,9.4999999E-2
Cuba,2008,Central America and the Caribbean,110860,11394043,0.07
Cuba,2009,Central America and the Caribbean,110860,11451652,4.3000001E-2
Cuba,2010,Central America and the Caribbean,110860,11477459,0.014
Cuba,2011,Central America and the Caribbean,110860,11087330,0.015
Cyprus,1989,Middle East,9250,700009,7.1999997E-2
Cyprus,1990,Middle East,9250,707776,6.8999998E-2
Cyprus,1991,Middle East,9250,709343,0.055
Cyprus,1992,Middle East,9250,716492,0.059
Cyprus,1993,Middle East,9250,723371,
Cyprus,1994,Middle East,9250,730084,
Cyprus,1995,Middle East,9250,736636,5.0000001E-2
Cyprus,1996,Middle East,9250,744609,
Cyprus,1997,Middle East,9250,752808,3.4000002E-2
Cyprus,1998,Middle East,9250,748982,0.024
Cyprus,1999,Middle East,9250,754064,0.023
Cyprus,2000,Middle East,9250,758363,2.9999999E-2
Cyprus,2001,Middle East,9250,762887,4.1999999E-2
Cyprus,2002,Middle East,9250,767314,2.6000001E-2
Cyprus,2003,Middle East,9250,771657,1.7000001E-2
Cyprus,2004,Middle East,9250,775927,1.8999999E-2
Cyprus,2005,Middle East,9250,780133,3.2000002E-2
Cyprus,2006,Middle East,9250,784301,3.7999999E-2
Cyprus,2007,Middle East,9250,818457,0.106
Cyprus,2008,Middle East,9250,788457,0.106
Cyprus,2009,Middle East,9250,796740,3.5999998E-2
Cyprus,2011,Middle East,9250,1120489,9.9999998E-3
Czech Republic,1989,Ethnic Groups in Eastern Europe, Europe,78703,,
Czech Republic,1990,Ethnic Groups in Eastern Europe, Europe,78703,,
Czech Republic,1991,Ethnic Groups in Eastern Europe, Europe,78703,,
Czech Republic,1992,Ethnic Groups in Eastern Europe, Europe,78703,,
Czech Republic,1994,Ethnic Groups in Eastern Europe, Europe,78703,10408280,0
Czech Republic,1995,Ethnic Groups in Eastern Europe, Europe,78703,10432774,0.022
Czech Republic,1996,Ethnic Groups in Eastern Europe, Europe,78703,10321120,5.0000001E-2
Czech Republic,1997,Ethnic Groups in Eastern Europe, Europe,78703,10298324,5.0000001E-2
Czech Republic,1998,Ethnic Groups in Eastern Europe, Europe,78703,10286470,7.0000002E-3
Czech Republic,2001,Ethnic Groups in Eastern Europe, Europe,78703,10264212,0.025
Czech Republic,2002,Ethnic Groups in Eastern Europe, Europe,78703,10256760,3.4000002E-2
Czech Republic,2003,Ethnic Groups in Eastern Europe, Europe,78703,10249216,0.02
Czech Republic,2004,Ethnic Groups in Eastern Europe, Europe,78703,10246178,2.8999999E-2
Czech Republic,2005,Ethnic Groups in Eastern Europe, Europe,78703,10241138,0.037
Czech Republic,2006,Ethnic Groups in Eastern Europe, Europe,78703,10235455,6.1000001E-2
Czech Republic,2007,Ethnic Groups in Eastern Europe, Europe,78703,10228744,6.1000001E-2
Czech Republic,2008,Ethnic Groups in Eastern Europe, Europe,78703,10228744,0.057
Czech Republic,2009,Ethnic Groups in Eastern Europe, Europe,78703,10211904,3.9000001E-2
Czech Republic,2011,Ethnic Groups in Eastern Europe, Europe,78703,10190213,0.023
Denmark,1990,Europe,43070,5131217,0.014
Denmark,1991,Europe,43070,5132626,0.013
Denmark,1992,Europe,43070,5163955,0.02
Denmark,1993,Europe,43070,5175922,9.9999998E-3
Denmark,1994,Europe,43070,5187821,4.9999999E-3
Denmark,1995,Europe,43070,5199437,4.5000002E-2
Denmark,1996,Europe,43070,5249632,3.0999999E-2
Denmark,1997,Europe,43070,5305048,0.02
Denmark,1998,Europe,43070,5333617,2.9999999E-2
Denmark,1999,Europe,43070,5356845,2.6000001E-2
Denmark,2000,Europe,43070,5336394,0.013
Denmark,2001,Europe,43070,5352815,2.8000001E-2
Denmark,2002,Europe,43070,5368854,0.011
Denmark,2003,Europe,43070,5384384,1.6000001E-2
Denmark,2004,Europe,43070,5413392,0
Denmark,2005,Europe,43070,5432335,0.021
Denmark,2006,Europe,43070,5450661,3.2000002E-2
Denmark,2007,Europe,43070,5468120,3.2000002E-2
Denmark,2008,Europe,43070,5468120,1.7000001E-2
Denmark,2011,Europe,43070,5529888,0.021
Djibouti,1989,Africa,22000,328758,
Djibouti,1990,Africa,22000,337386,
Djibouti,1993,Africa,22000,401579,0.012
Djibouti,1998,Africa,22000,440727,4.9999999E-3
Djibouti,1999,Africa,22000,447439,6.0000001E-3
Djibouti,2000,Africa,22000,451442,0.02
Djibouti,2001,Africa,22000,460700,0.02
Djibouti,2002,Africa,22000,472810,0
Djibouti,2003,Africa,22000,457130,0.035
Djibouti,2004,Africa,22000,466900,0.035
Djibouti,2005,Africa,22000,476703,0.035
Djibouti,2006,Africa,22000,486530,3.2000002E-2
Djibouti,2007,Africa,22000,496374,3.2000002E-2
Djibouti,2008,Africa,22000,496374,0.035
Djibouti,2009,Africa,22000,516055,5.9999999E-2
Djibouti,2010,Africa,22000,740528,5.0000001E-2
Djibouti,2011,Africa,22000,757074,4.5000002E-2
Dominica,1989,Central America and the Caribbean,750,83474,
Dominica,1990,Central America and the Caribbean,750,84854,5.6000002E-2
Dominica,1992,Central America and the Caribbean,750,87035,0.07
Dominica,1993,Central America and the Caribbean,750,86547,0.021
Dominica,1994,Central America and the Caribbean,750,87696,2.6000001E-2
Dominica,1995,Central America and the Caribbean,750,82608,1.6000001E-2
Dominica,1997,Central America and the Caribbean,750,66633,1.7000001E-2
Dominica,1998,Central America and the Caribbean,750,65777,0.037
Dominica,1999,Central America and the Caribbean,750,64881,1.7999999E-2
Dominica,2000,Central America and the Caribbean,750,71540,0.02
Dominica,2001,Central America and the Caribbean,750,70786,4.9999999E-3
Dominica,2003,Central America and the Caribbean,750,69655,0.012
Dominica,2006,Central America and the Caribbean,750,68910,3.0999999E-2
Dominica,2007,Central America and the Caribbean,750,102386,3.0999999E-2
Dominica,2008,Central America and the Caribbean,750,72386,3.2000002E-2
Dominica,2009,Central America and the Caribbean,750,72660,2.6000001E-2
Dominica,2011,Central America and the Caribbean,750,72969,9.9999998E-3
Dominican Republic,1989,Central America and the Caribbean,48730,7106114,0.081
Dominican Republic,1990,Central America and the Caribbean,48730,7240793,4.9999999E-3
Dominican Republic,1991,Central America and the Caribbean,48730,7384837,4.1999999E-2
Dominican Republic,1993,Central America and the Caribbean,48730,7683940,5.0000001E-2
Dominican Republic,1994,Central America and the Caribbean,48730,7826075,2.9999999E-2
Dominican Republic,1995,Central America and the Caribbean,48730,7511263,2.8999999E-2
Dominican Republic,1996,Central America and the Caribbean,48730,8088881,0.035
Dominican Republic,1997,Central America and the Caribbean,48730,7868731,7.2999999E-2
Dominican Republic,1998,Central America and the Caribbean,48730,7998766,0.07
Dominican Republic,1999,Central America and the Caribbean,48730,8129734,0.07
Dominican Republic,2000,Central America and the Caribbean,48730,8442533,8.2999997E-2
Dominican Republic,2001,Central America and the Caribbean,48730,8581477,7.9999998E-2
Dominican Republic,2002,Central America and the Caribbean,48730,8721594,0.015
Dominican Republic,2003,Central America and the Caribbean,48730,8715602,4.1000001E-2
Dominican Republic,2005,Central America and the Caribbean,48730,8950034,1.7000001E-2
Dominican Republic,2006,Central America and the Caribbean,48730,9183984,9.3000002E-2
Dominican Republic,2007,Central America and the Caribbean,48730,9365818,0.107
Dominican Republic,2008,Central America and the Caribbean,48730,9365818,7.1999997E-2
Dominican Republic,2009,Central America and the Caribbean,48730,9650054,4.5000002E-2
Dominican Republic,2010,Central America and the Caribbean,48730,9823821,0.035
Dominican Republic,2011,Central America and the Caribbean,48730,9956648,7.8000002E-2
Ecuador,1989,South America,283560,10262271,5.0000001E-2
Ecuador,1990,South America,283560,10506668,4.9999999E-3
Ecuador,1991,South America,283560,10751648,0.015
Ecuador,1992,South America,283560,10933143,0.025
Ecuador,1993,South America,283560,10461072,2.9999999E-2
Ecuador,1994,South America,283560,10677067,0.02
Ecuador,1995,South America,283560,10890950,3.9000001E-2
Ecuador,1996,South America,283560,11466291,0.023
Ecuador,1997,South America,283560,12105124,0.02
Ecuador,1998,South America,283560,12336572,3.4000002E-2
Ecuador,1999,South America,283560,12562496,9.9999998E-3
Ecuador,2001,South America,283560,13183978,8.0000004E-3
Ecuador,2002,South America,283560,13447494,4.3000001E-2
Ecuador,2003,South America,283560,13710234,3.4000002E-2
Ecuador,2004,South America,283560,13212742,0.025
Ecuador,2005,South America,283560,13363593,5.7999998E-2
Ecuador,2006,South America,283560,13547510,4.6999998E-2
Ecuador,2007,South America,283560,13755680,4.1000001E-2
Ecuador,2008,South America,283560,13755680,2.6000001E-2
Ecuador,2009,South America,283560,14573101,0.059
Ecuador,2010,South America,283560,14790608,4.0000002E-3
Ecuador,2011,South America,283560,15007343,3.2000002E-2
Egypt,1989,Africa,1001450,54777615,
Egypt,1990,Africa,1001450,54705746,9.9999998E-3
Egypt,1991,Africa,1001450,54451588,9.9999998E-3
Egypt,1992,Africa,1001450,56368950,0.02
Egypt,1993,Africa,1001450,59585529,0.021
Egypt,1994,Africa,1001450,60765028,0.003
Egypt,1995,Africa,1001450,62359623,0.015
Egypt,1996,Africa,1001450,63575107,3.9999999E-2
Egypt,1997,Africa,1001450,64824466,4.8999999E-2
Egypt,1998,Africa,1001450,66050004,5.2000001E-2
Egypt,1999,Africa,1001450,67273906,5.0000001E-2
Egypt,2000,Africa,1001450,68359979,5.0000001E-2
Egypt,2001,Africa,1001450,69536644,5.0000001E-2
Egypt,2002,Africa,1001450,70712345,0.025
Egypt,2003,Africa,1001450,74718797,3.2000002E-2
Egypt,2004,Africa,1001450,76117421,3.0999999E-2
Egypt,2005,Africa,1001450,77505756,4.5000002E-2
Egypt,2006,Africa,1001450,78887007,4.8999999E-2
Egypt,2007,Africa,1001450,80335036,6.8000004E-2
Egypt,2008,Africa,1001450,80335036,7.1999997E-2
Egypt,2009,Africa,1001450,83082869,6.8999998E-2
Egypt,2010,Africa,1001450,80471869,0.046
Egypt,2011,Africa,1001450,82079636,5.0999999E-2
El Salvador,1989,Central America and the Caribbean,21040,5124931,9.9999998E-3
El Salvador,1990,Central America and the Caribbean,21040,5309865,8.9999996E-3
El Salvador,1991,Central America and the Caribbean,21040,5418736,2.8000001E-2
El Salvador,1992,Central America and the Caribbean,21040,5574279,2.9999999E-2
El Salvador,1993,Central America and the Caribbean,21040,5636524,0.046
El Salvador,1994,Central America and the Caribbean,21040,5752511,5.0000001E-2
El Salvador,1995,Central America and the Caribbean,21040,5870481,5.0000001E-2
El Salvador,1996,Central America and the Caribbean,21040,5828987,6.3000001E-2
El Salvador,1997,Central America and the Caribbean,21040,5661827,2.9999999E-2
El Salvador,1998,Central America and the Caribbean,21040,5752067,3.9999999E-2
El Salvador,1999,Central America and the Caribbean,21040,5839079,0.037
El Salvador,2000,Central America and the Caribbean,21040,6122515,0.022
El Salvador,2001,Central America and the Caribbean,21040,6237662,0.025
El Salvador,2002,Central America and the Caribbean,21040,6353681,0.014
El Salvador,2003,Central America and the Caribbean,21040,6470379,0.021
El Salvador,2004,Central America and the Caribbean,21040,6587541,0.014
El Salvador,2005,Central America and the Caribbean,21040,6704932,1.7999999E-2
El Salvador,2006,Central America and the Caribbean,21040,6822378,2.8000001E-2
El Salvador,2007,Central America and the Caribbean,21040,6948073,4.1999999E-2
El Salvador,2008,Central America and the Caribbean,21040,6948073,4.6999998E-2
El Salvador,2009,Central America and the Caribbean,21040,7185218,3.2000002E-2
El Salvador,2011,Central America and the Caribbean,21040,6071774,7.0000002E-3
Equatorial Guinea,1989,Africa,28050,353488,
Equatorial Guinea,1990,Africa,28050,368935,
Equatorial Guinea,1991,Africa,28050,378729,2.8999999E-2
Equatorial Guinea,1992,Africa,28050,388799,1.6000001E-2
Equatorial Guinea,1994,Africa,28050,409550,
Equatorial Guinea,1995,Africa,28050,420293,7.2999999E-2
Equatorial Guinea,1996,Africa,28050,431282,0.1
Equatorial Guinea,1997,Africa,28050,442516,0.112
Equatorial Guinea,1998,Africa,28050,454001,
Equatorial Guinea,1999,Africa,28050,465746,
Equatorial Guinea,2000,Africa,28050,474214,0.15000001
Equatorial Guinea,2001,Africa,28050,486060,0.12
Equatorial Guinea,2002,Africa,28050,498144,5.9999999E-2
Equatorial Guinea,2003,Africa,28050,510473,0.2
Equatorial Guinea,2004,Africa,28050,523051,0.2
Equatorial Guinea,2005,Africa,28050,535881,0.2
Equatorial Guinea,2006,Africa,28050,540109,0.186
Equatorial Guinea,2007,Africa,28050,551201,0.186
Equatorial Guinea,2008,Africa,28050,551201,0.127
Equatorial Guinea,2009,Africa,28050,633441,0.112
Equatorial Guinea,2010,Africa,28050,650702,5.2999999E-2
Eritrea,1989,Africa,121320,,
Eritrea,1990,Africa,121320,,
Eritrea,1991,Africa,121320,,
Eritrea,1992,Africa,121320,,
Eritrea,1993,Africa,121320,3467087,
Eritrea,1994,Africa,121320,3782543,
Eritrea,1995,Africa,121320,3578709,0.02
Eritrea,1996,Africa,121320,3427883,0.1
Eritrea,1997,Africa,121320,3589687,3.9000001E-2
Eritrea,1998,Africa,121320,3842436,6.8000004E-2
Eritrea,1999,Africa,121320,3984723,5.0000001E-2
Eritrea,2000,Africa,121320,4135933,2.9999999E-2
Eritrea,2002,Africa,121320,4465651,0.07
Eritrea,2003,Africa,121320,4362254,0.02
Eritrea,2004,Africa,121320,4447307,0.02
Eritrea,2005,Africa,121320,4561599,0.025
Eritrea,2006,Africa,121320,4786994,0.02
Eritrea,2007,Africa,121320,4906585,0.02
Eritrea,2008,Africa,121320,4906585,0.02
Eritrea,2009,Africa,121320,5647168,0.02
Eritrea,2010,Africa,121320,5792984,3.5999998E-2
Eritrea,2011,Africa,121320,5939484,0.022
Estonia,1989,Europe,45100,,
Estonia,1990,Europe,45100,,
Estonia,1991,Europe,45100,,
Estonia,1995,Europe,45100,1625399,3.9999999E-2
Estonia,1996,Europe,45100,1459428,5.9999999E-2
Estonia,1997,Europe,45100,1436558,2.9999999E-2
Estonia,1998,Europe,45100,1421335,0.1
Estonia,1999,Europe,45100,1408523,0.055
Estonia,2001,Europe,45100,1423316,6.4000003E-2
Estonia,2002,Europe,45100,1415681,4.6999998E-2
Estonia,2003,Europe,45100,1408556,5.9999999E-2
Estonia,2004,Europe,45100,1341664,4.6999998E-2
Estonia,2005,Europe,45100,1332893,5.9999999E-2
Estonia,2006,Europe,45100,1324333,0.105
Estonia,2007,Europe,45100,1315912,0.114
Estonia,2008,Europe,45100,1315912,7.2999999E-2
Estonia,2011,Europe,45100,1282963,3.0999999E-2
Ethiopia,1989,Africa,1127127,49762492,3.4000002E-2
Ethiopia,1990,Africa,1127127,51666622,4.5000002E-2
Ethiopia,1993,Africa,1127127,53278446,5.9999999E-2
Ethiopia,1994,Africa,1127127,54927108,7.8000002E-2
Ethiopia,1995,Africa,1127127,55979018,2.9999999E-2
Ethiopia,1996,Africa,1127127,57171662,2.7000001E-2
Ethiopia,1997,Africa,1127127,58732577,0.077
Ethiopia,1998,Africa,1127127,58390351,5.0000001E-2
Ethiopia,1999,Africa,1127127,59680383,5.9999999E-2
Ethiopia,2000,Africa,1127127,64117452,0
Ethiopia,2001,Africa,1127127,65891874,0.02
Ethiopia,2002,Africa,1127127,67673031,7.2999999E-2
Ethiopia,2003,Africa,1127127,66557553,2.9999999E-2
Ethiopia,2005,Africa,1127127,73053286,0.116
Ethiopia,2006,Africa,1127127,74777981,8.9000002E-2
Ethiopia,2007,Africa,1127127,76511887,0.106
Ethiopia,2008,Africa,1127127,76511887,9.7999997E-2
Ethiopia,2009,Africa,1127127,85237338,8.5000001E-2
Ethiopia,2010,Africa,1127127,88013491,8.6999997E-2
Ethiopia,2011,Africa,1127127,90873739,7.9999998E-2
Faroe Islands,1989,Europe,1400,47283,
Faroe Islands,1990,Europe,1400,47715,2.9999999E-2
Faroe Islands,1991,Europe,1400,48151,2.9999999E-2
Faroe Islands,1992,Europe,1400,48588,2.9999999E-2
Faroe Islands,1993,Europe,1400,48065,2.9999999E-2
Faroe Islands,1994,Europe,1400,48427,2.9999999E-2
Faroe Islands,1996,Europe,1400,43857,
Faroe Islands,1997,Europe,1400,39873,5.9999999E-2
Faroe Islands,1998,Europe,1400,41834,5.9999999E-2
Faroe Islands,1999,Europe,1400,41059,5.9999999E-2
Faroe Islands,2000,Europe,1400,45296,5.9999999E-2
Faroe Islands,2001,Europe,1400,45661,5.0000001E-2
Faroe Islands,2002,Europe,1400,46011,5.0000001E-2
Faroe Islands,2003,Europe,1400,46345,0.1
Faroe Islands,2004,Europe,1400,46662,0.1
Faroe Islands,2005,Europe,1400,46962,0.1
Faroe Islands,2006,Europe,1400,47246,0.1
Faroe Islands,2007,Europe,1400,77511,0.024
Faroe Islands,2008,Europe,1400,47511,0.024
Faroe Islands,2009,Europe,1400,48856,0.024
Faroe Islands,2010,Europe,1400,49057,4.9999999E-3
Faroe Islands,2011,Europe,1400,49267,4.9999999E-3
Fiji,1990,Oceania,18270,759567,0.125
Fiji,1991,Oceania,18270,744006,0.035
Fiji,1992,Oceania,18270,749946,0.035
Fiji,1993,Oceania,18270,756762,2.9999999E-2
Fiji,1994,Oceania,18270,764382,9.9999998E-3
Fiji,1995,Oceania,18270,772891,5.0000001E-2
Fiji,1996,Oceania,18270,782381,0.022
Fiji,1997,Oceania,18270,792441,5.0000001E-2
Fiji,1998,Oceania,18270,802611,2.9999999E-2
Fiji,1999,Oceania,18270,812918,0.024
Fiji,2000,Oceania,18270,832494,7.8000002E-2
Fiji,2002,Oceania,18270,856346,9.9999998E-3
Fiji,2003,Oceania,18270,868531,0.046
Fiji,2004,Oceania,18270,880874,0.048
Fiji,2005,Oceania,18270,893354,3.5999998E-2
Fiji,2006,Oceania,18270,905949,1.7000001E-2
Fiji,2007,Oceania,18270,918675,3.0999999E-2
Fiji,2009,Oceania,18270,944720,0.012
Fiji,2011,Oceania,18270,883125,0.001
Finland,1989,Europe,337030,4963592,
Finland,1990,Europe,337030,4977325,0.046
Finland,1995,Europe,337030,5085206,0.035
Finland,1996,Europe,337030,5105230,5.0000001E-2
Finland,1997,Europe,337030,5137269,0.025
Finland,1998,Europe,337030,5149242,0.046
Finland,1999,Europe,337030,5158372,5.0999999E-2
Finland,2000,Europe,337030,5167486,0.035
Finland,2001,Europe,337030,5175783,5.6000002E-2
Finland,2002,Europe,337030,5183545,6.0000001E-3
Finland,2003,Europe,337030,5190785,1.6000001E-2
Finland,2004,Europe,337030,5214512,1.8999999E-2
Finland,2005,Europe,337030,5223442,2.9999999E-2
Finland,2006,Europe,337030,5231372,2.9999999E-2
Finland,2007,Europe,337030,5238460,0.055
Finland,2008,Europe,337030,5238460,3.9000001E-2
Finland,2009,Europe,337030,5250275,0.015
Finland,2011,Europe,337030,5259250,3.0999999E-2
France,1989,Europe,547030,55994085,
France,1990,Europe,547030,56358331,3.4000002E-2
France,1991,Europe,547030,56595587,2.8000001E-2
France,1992,Europe,547030,57287258,0.014
France,1993,Europe,547030,57566091,0.011
France,1995,Europe,547030,58109160,0.024
France,1996,Europe,547030,58317450,0.024
France,1997,Europe,547030,58609285,0.013
France,1998,Europe,547030,58804944,0.023
France,1999,Europe,547030,58978172,2.9999999E-2
France,2000,Europe,547030,59329691,2.7000001E-2
France,2001,Europe,547030,59551227,3.0999999E-2
France,2002,Europe,547030,59765983,0.021
France,2003,Europe,547030,60180529,0.012
France,2004,Europe,547030,60424213,4.9999999E-3
France,2005,Europe,547030,60656178,0.021
France,2006,Europe,547030,60876136,0.012
France,2007,Europe,547030,63713926,0.021
France,2008,Europe,547030,64057790,1.7999999E-2
France,2009,Europe,547030,64057792,7.0000002E-3
France,2011,Europe,547030,65312249,0.015
French Polynesia,1989,Oceania,3941,196246,
French Polynesia,1990,Oceania,3941,190181,
French Polynesia,1991,Oceania,3941,195046,
French Polynesia,1992,Oceania,3941,205620,
French Polynesia,1993,Oceania,3941,210333,
French Polynesia,1994,Oceania,3941,215129,
French Polynesia,1995,Oceania,3941,219999,
French Polynesia,1996,Oceania,3941,224911,
French Polynesia,1997,Oceania,3941,233488,
French Polynesia,1998,Oceania,3941,237844,
French Polynesia,1999,Oceania,3941,242073,
French Polynesia,2000,Oceania,3941,249110,
French Polynesia,2001,Oceania,3941,253506,0.025
French Polynesia,2002,Oceania,3941,257847,3.9999999E-2
French Polynesia,2003,Oceania,3941,262125,3.9999999E-2
French Polynesia,2004,Oceania,3941,266339,3.9999999E-2
French Polynesia,2005,Oceania,3941,270485,
French Polynesia,2006,Oceania,3941,274578,
French Polynesia,2007,Oceania,3941,308963,5.0999999E-2
French Polynesia,2008,Oceania,3941,278963,5.0999999E-2
French Polynesia,2009,Oceania,3941,287032,2.7000001E-2
French Polynesia,2010,Oceania,3941,291000,2.7000001E-2
French Polynesia,2011,Oceania,3941,294935,2.7000001E-2
Gabon,1989,Africa,267670,1060296,
Gabon,1990,Africa,267670,1068240,0
Gabon,1991,Africa,267670,1079980,0.13
Gabon,1992,Africa,267670,1106355,0.13
Gabon,1993,Africa,267670,1122550,0.13
Gabon,1994,Africa,267670,1139006,4.9999999E-3
Gabon,1995,Africa,267670,1155749,1.8999999E-2
Gabon,1996,Africa,267670,1172798,0.02
Gabon,1997,Africa,267670,1190159,2.6000001E-2
Gabon,1998,Africa,267670,1207844,2.9999999E-2
Gabon,1999,Africa,267670,1225853,1.7000001E-2
Gabon,2000,Africa,267670,1208436,1.7000001E-2
Gabon,2001,Africa,267670,1221175,0.012
Gabon,2002,Africa,267670,1233353,0.025
Gabon,2003,Africa,267670,1321560,2.0000001E-3
Gabon,2004,Africa,267670,1355246,0.012
Gabon,2005,Africa,267670,1389201,1.8999999E-2
Gabon,2006,Africa,267670,1424906,2.8999999E-2
Gabon,2007,Africa,267670,1454867,9.9999998E-3
Gabon,2008,Africa,267670,1454867,4.5000002E-2
Gabon,2009,Africa,267670,1514993,3.5999998E-2
Gabon,2011,Africa,267670,1576665,0.057
Georgia,1989,Middle East,69700,,
Georgia,1990,Middle East,69700,,
Georgia,1991,Middle East,69700,,
Georgia,1997,Middle East,69700,5160042,0.11
Georgia,1998,Middle East,69700,5108527,0.118
Georgia,1999,Middle East,69700,5066499,3.9999999E-2
Georgia,2000,Middle East,69700,5019538,0.035
Georgia,2001,Middle East,69700,4989285,1.8999999E-2
Georgia,2002,Middle East,69700,4960951,8.3999999E-2
Georgia,2003,Middle East,69700,4934413,5.4000001E-2
Georgia,2004,Middle East,69700,4693892,0.055
Georgia,2005,Middle East,69700,4677401,9.4999999E-2
Georgia,2006,Middle East,69700,4661473,9.3000002E-2
Georgia,2007,Middle East,69700,4646003,7.9999998E-2
Georgia,2008,Middle East,69700,4646003,0.12
Georgia,2009,Middle East,69700,4615807,0.024
Georgia,2011,Middle East,69700,4585874,6.4000003E-2
Germany,1989,Europe,356910,,
Germany,1990,Europe,356910,62168200,4.3000001E-2
Germany,1991,Europe,356910,79548498,1.7000001E-2
Germany,1993,Europe,356910,80767591,0.015
Germany,1994,Europe,356910,81087506,
Germany,1995,Europe,356910,81337541,2.8999999E-2
Germany,1996,Europe,356910,83536115,
Germany,1997,Europe,356910,82071765,0.014
Germany,1998,Europe,356910,82079454,0.024
Germany,1999,Europe,356910,82087361,2.7000001E-2
Germany,2000,Europe,356910,82797408,0.015
Germany,2001,Europe,356910,83029536,2.9999999E-2
Germany,2002,Europe,356910,83251851,6.0000001E-3
Germany,2003,Europe,356910,82398326,2.0000001E-3
Germany,2005,Europe,356910,82431390,1.7000001E-2
Germany,2006,Europe,356910,82422299,8.9999996E-3
Germany,2007,Europe,356910,82400996,2.7000001E-2
Germany,2008,Europe,356910,82400996,2.6000001E-2
Germany,2009,Europe,356910,82329758,0.013
Germany,2011,Europe,356910,81471834,0.035
Ghana,1989,Africa,238540,14785583,
Ghana,1990,Africa,238540,15165243,
Ghana,1991,Africa,238540,15616934,
Ghana,1992,Africa,238540,16185351,5.0000001E-2
Ghana,1993,Africa,238540,16699105,3.9000001E-2
Ghana,1994,Africa,238540,17225185,3.9000001E-2
Ghana,1995,Africa,238540,17763138,5.0000001E-2
Ghana,1996,Africa,238540,17698271,5.0000001E-2
Ghana,1997,Africa,238540,18100703,5.0000001E-2
Ghana,1998,Africa,238540,18497206,2.9999999E-2
Ghana,1999,Africa,238540,18887626,2.9999999E-2
Ghana,2000,Africa,238540,19533560,4.3000001E-2
Ghana,2001,Africa,238540,19894014,2.9999999E-2
Ghana,2002,Africa,238540,20244154,2.9999999E-2
Ghana,2003,Africa,238540,20467747,4.5000002E-2
Ghana,2004,Africa,238540,20757032,4.6999998E-2
Ghana,2005,Africa,238540,21029853,5.4000001E-2
Ghana,2006,Africa,238540,22409572,0.059
Ghana,2007,Africa,238540,22931299,5.9999999E-2
Ghana,2008,Africa,238540,22931299,6.1999999E-2
Ghana,2009,Africa,238540,23832495,6.3000001E-2
Ghana,2010,Africa,238540,24339838,4.1000001E-2
Ghana,2011,Africa,238540,24791073,0.057
Greece,1989,Europe,131940,10041414,
Greece,1990,Europe,131940,10028171,0.023
Greece,1991,Europe,131940,10042956,8.9999996E-3
Greece,1992,Europe,131940,10064250,9.9999998E-3
Greece,1993,Europe,131940,10470460,0.012
Greece,1994,Europe,131940,10564630,9.9999998E-3
Greece,1995,Europe,131940,10647511,4.0000002E-3
Greece,1996,Europe,131940,10538594,1.7000001E-2
Greece,1997,Europe,131940,10616055,0.022
Greece,1998,Europe,131940,10662138,0.037
Greece,1999,Europe,131940,10707135,2.9999999E-2
Greece,2000,Europe,131940,10601527,2.9999999E-2
Greece,2001,Europe,131940,10623835,3.7999999E-2
Greece,2002,Europe,131940,10645343,0.037
Greece,2003,Europe,131940,10665989,3.9999999E-2
Greece,2004,Europe,131940,10647529,4.6999998E-2
Greece,2005,Europe,131940,10668354,0.037
Greece,2006,Europe,131940,10688058,0.037
Greece,2007,Europe,131940,10706290,4.1999999E-2
Greece,2008,Europe,131940,10706290,0.037
Greece,2009,Europe,131940,10737428,2.8000001E-2
Greenland,1989,Arctic Region,2175600,55415,
Greenland,1990,Arctic Region,2175600,56078,
Greenland,1991,Arctic Region,2175600,56752,
Greenland,1992,Arctic Region,2175600,57407,
Greenland,1995,Arctic Region,2175600,57611,
Greenland,1996,Arctic Region,2175600,58203,
Greenland,1997,Arctic Region,2175600,58768,
Greenland,1998,Arctic Region,2175600,59309,6.0000001E-3
Greenland,1999,Arctic Region,2175600,59827,6.0000001E-3
Greenland,2000,Arctic Region,2175600,56309,6.0000001E-3
Greenland,2001,Arctic Region,2175600,56352,
Greenland,2002,Arctic Region,2175600,56376,
Greenland,2003,Arctic Region,2175600,56385,1.7999999E-2
Greenland,2004,Arctic Region,2175600,56384,1.7999999E-2
Greenland,2005,Arctic Region,2175600,56375,1.7999999E-2
Greenland,2006,Arctic Region,2175600,56361,1.7999999E-2
